Name,unpol.5x41_pip_ACC_pid4
Comment,Ralf's pseudo data for EIC.
Reference,Ralf
Process type,SIDIS
Number of points,11891
Number of uncorr.errors,2
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.03
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
0,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0143,0.0,0.05,0.034,0.0,0.05,38600000.0,58200.0,37800000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0125,0.0,0.05,0.0771,0.05,0.1,117000000.0,102000.0,106000000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
2,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0126,0.0,0.05,0.152,0.1,0.2,174000000.0,87500.0,145000000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
3,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0136,0.0,0.05,0.248,0.2,0.3,167000000.0,85700.0,127000000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
4,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0152,0.0,0.05,0.347,0.3,0.4,118000000.0,71900.0,80400000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
5,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0166,0.0,0.05,0.446,0.4,0.5,76700000.0,58000.0,43100000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
6,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0178,0.0,0.05,0.546,0.5,0.6,47500000.0,45700.0,23700000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
7,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.019,0.0,0.05,0.646,0.6,0.7,29500000.0,36000.0,14700000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
8,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0197,0.0,0.05,0.746,0.7,0.8,17300000.0,27600.0,8160000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
9,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0214,0.0,0.05,0.846,0.8,0.9,9660000.0,20600.0,4680000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
10,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0223,0.0,0.05,0.945,0.9,1.0,6030000.0,16300.0,2950000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
11,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0244,0.0,0.05,1.15,1.0,1.5,1500000.0,3630.0,786000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
12,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0319,0.0,0.05,1.66,1.5,2.0,108000.0,974.0,56100.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
13,1 - 1 - 2001,820.0,1.0295630140987,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0337,0.0,0.05,2.34,2.0,4.0,2800.0,78.5,1400.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
14,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0718,0.05,0.1,0.348,0.3,0.4,25200000.0,33300.0,24900000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
15,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0722,0.05,0.1,0.447,0.4,0.5,18200000.0,28300.0,15500000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
16,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0723,0.05,0.1,0.546,0.5,0.6,13800000.0,24600.0,6780000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
17,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0723,0.05,0.1,0.646,0.6,0.7,8910000.0,19800.0,4300000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
18,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0719,0.05,0.1,0.747,0.7,0.8,5750000.0,15900.0,2780000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
19,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0733,0.05,0.1,0.845,0.8,0.9,3800000.0,12900.0,1830000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
20,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0715,0.05,0.1,0.945,0.9,1.0,2490000.0,10500.0,1250000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
21,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0711,0.05,0.1,1.17,1.0,1.5,741000.0,2550.0,360000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
22,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0739,0.05,0.1,1.67,1.5,2.0,92500.0,902.0,49000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
23,1 - 1 - 2001,820.0,1.044030650891055,1.0,1.3335216533675034,0.0015,0.001,0.00158489,0.068,0.05,0.1,2.29,2.0,4.0,4550.0,100.0,2450.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
24,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.0321,0.0,0.05,1720000.0,12300.0,1280000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
25,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.0783,0.05,0.1,4790000.0,20500.0,3550000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
26,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.156,0.1,0.2,9680000.0,20600.0,6410000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
27,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.25,0.2,0.3,13500000.0,24300.0,8250000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
28,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,0.349,0.3,0.4,12300000.0,23200.0,6220000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
29,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,0.447,0.4,0.5,9440000.0,20400.0,4290000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
30,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,0.547,0.5,0.6,7060000.0,17600.0,3300000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
31,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.123,0.1,0.15,0.644,0.6,0.7,5000000.0,14800.0,2610000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
32,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.123,0.1,0.15,0.745,0.7,0.8,3690000.0,12700.0,1770000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
33,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.123,0.1,0.15,0.849,0.8,0.9,2050000.0,9500.0,890000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
34,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00146,0.001,0.00158489,0.123,0.1,0.15,0.946,0.9,1.0,1420000.0,7890.0,722000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
35,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,1.15,1.0,1.5,496000.0,2090.0,254000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
36,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00145,0.001,0.00158489,0.125,0.1,0.15,1.68,1.5,2.0,57500.0,711.0,37800.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
37,1 - 1 - 2001,820.0,1.0295630140987,1.0,1.3335216533675034,0.00146,0.001,0.00158489,0.119,0.1,0.15,2.26,2.0,4.0,7360.0,127.0,2450.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
38,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.174,0.15,0.2,0.0324,0.0,0.05,1150000.0,10000.0,518000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
39,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.172,0.15,0.2,0.0799,0.05,0.1,2970000.0,16200.0,1680000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
40,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.173,0.15,0.2,0.156,0.1,0.2,5230000.0,15200.0,2480000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
41,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.173,0.15,0.2,0.251,0.2,0.3,7380000.0,18000.0,3410000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
42,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.174,0.15,0.2,0.348,0.3,0.4,7130000.0,17700.0,3590000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
43,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.174,0.15,0.2,0.449,0.4,0.5,6020000.0,16300.0,2910000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
44,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.172,0.15,0.2,0.548,0.5,0.6,4260000.0,13700.0,2070000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
45,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.174,0.15,0.2,0.649,0.6,0.7,3310000.0,12100.0,1620000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
46,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.173,0.15,0.2,0.745,0.7,0.8,2270000.0,9990.0,1100000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
47,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.173,0.15,0.2,0.848,0.8,0.9,1560000.0,8270.0,848000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
48,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.173,0.15,0.2,0.946,0.9,1.0,1030000.0,6730.0,519000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
49,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.173,0.15,0.2,1.17,1.0,1.5,336000.0,1720.0,157000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
50,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.174,0.15,0.2,1.7,1.5,2.0,43400.0,618.0,26600.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
51,1 - 1 - 2001,820.0,1.0295630140987,1.0,1.3335216533675034,0.00141,0.001,0.00158489,0.174,0.15,0.2,2.57,2.0,4.0,3150.0,83.2,2100.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
52,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00146,0.001,0.00158489,0.223,0.2,0.25,0.0318,0.0,0.05,547000.0,6930.0,294000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
53,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.0015,0.001,0.00158489,0.222,0.2,0.25,0.0776,0.05,0.1,1580000.0,11800.0,645000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
54,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.223,0.2,0.25,0.154,0.1,0.2,3070000.0,11600.0,1420000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
55,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.223,0.2,0.25,0.253,0.2,0.3,4600000.0,14200.0,2060000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
56,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.223,0.2,0.25,0.35,0.3,0.4,4630000.0,14300.0,2240000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
57,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.223,0.2,0.25,0.448,0.4,0.5,4010000.0,13300.0,1810000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
58,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.224,0.2,0.25,0.547,0.5,0.6,3170000.0,11800.0,1560000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
59,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.225,0.2,0.25,0.648,0.6,0.7,2120000.0,9640.0,967000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
60,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.224,0.2,0.25,0.749,0.7,0.8,1470000.0,8040.0,743000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
61,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.223,0.2,0.25,0.846,0.8,0.9,974000.0,6540.0,406000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
